date,group,dissent
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.03448275862068961
2018-05-28,Groupe Les Républicains,0.19999999999999996
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-28,"Groupe UDI, Agir et Indépendants",0.1428571428571429
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.0
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-05-28,"Groupe UDI, Agir et Indépendants",0.0
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.12727272727272732
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-28,"Groupe UDI, Agir et Indépendants",0.125
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.0
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-28,"Groupe UDI, Agir et Indépendants",0.0
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.021276595744680882
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-28,"Groupe UDI, Agir et Indépendants",0.16666666666666663
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.2407407407407407
2018-05-28,Groupe Les Républicains,0.3846153846153846
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.5
2018-05-28,"Groupe UDI, Agir et Indépendants",0.4285714285714286
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.0
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-28,"Groupe UDI, Agir et Indépendants",0.0
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.5490196078431373
2018-05-28,Groupe Les Républicains,0.5555555555555556
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-28,"Groupe UDI, Agir et Indépendants",0.4285714285714286
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.12
2018-05-28,Groupe Les Républicains,0.4444444444444444
2018-05-28,Groupe du Mouvement Démocrate et apparentés,
2018-05-28,"Groupe UDI, Agir et Indépendants",0.4285714285714286
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-28,Groupe La République en Marche,0.0
2018-05-28,Groupe Les Républicains,0.0
2018-05-28,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-28,"Groupe UDI, Agir et Indépendants",0.1428571428571429
2018-05-28,Groupe Socialistes et apparentés,0.0
2018-05-28,Groupe La France insoumise,0.0
2018-05-28,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.20370370370370372
2018-05-27,Groupe Les Républicains,0.0
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.19999999999999996
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.021739130434782594
2018-05-27,Groupe Les Républicains,0.125
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.22916666666666663
2018-05-27,Groupe Les Républicains,0.125
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.13043478260869568
2018-05-27,Groupe Les Républicains,0.125
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.08510638297872342
2018-05-27,Groupe Les Républicains,0.2222222222222222
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.13043478260869568
2018-05-27,Groupe Les Républicains,0.2222222222222222
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.17307692307692313
2018-05-27,Groupe Les Républicains,0.2222222222222222
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.0980392156862745
2018-05-27,Groupe Les Républicains,0.2222222222222222
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.045454545454545414
2018-05-27,Groupe Les Républicains,0.11111111111111116
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.0
2018-05-27,Groupe Les Républicains,0.4285714285714286
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.09433962264150941
2018-05-27,Groupe Les Républicains,0.4285714285714286
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-05-27,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.09756097560975607
2018-05-27,Groupe Les Républicains,0.33333333333333337
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.25
2018-05-27,Groupe Les Républicains,0.33333333333333337
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-27,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.1428571428571429
2018-05-27,Groupe Les Républicains,0.33333333333333337
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-27,"Groupe UDI, Agir et Indépendants",0.19999999999999996
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.06000000000000005
2018-05-27,Groupe Les Républicains,0.4
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.07999999999999996
2018-05-27,Groupe Les Républicains,0.0
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,
2018-05-27,Groupe La République en Marche,0.1063829787234043
2018-05-27,Groupe Les Républicains,
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-27,"Groupe UDI, Agir et Indépendants",
2018-05-27,Groupe Socialistes et apparentés,0.33333333333333337
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.22580645161290325
2018-05-27,Groupe Les Républicains,0.0
2018-05-27,Groupe du Mouvement Démocrate et apparentés,
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-27,Groupe La République en Marche,0.09677419354838712
2018-05-27,Groupe Les Républicains,0.25
2018-05-27,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-27,"Groupe UDI, Agir et Indépendants",0.0
2018-05-27,Groupe Socialistes et apparentés,0.0
2018-05-27,Groupe La France insoumise,0.0
2018-05-27,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.0
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.0
2018-05-26,Groupe Les Républicains,0.33333333333333337
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.0
2018-05-26,Groupe Les Républicains,0.33333333333333337
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.0
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-26,"Groupe UDI, Agir et Indépendants",0.25
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.0
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.25
2018-05-26,Groupe Socialistes et apparentés,
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.09677419354838712
2018-05-26,Groupe Les Républicains,0.16666666666666663
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.1428571428571429
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.049180327868852514
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.4285714285714286
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.1071428571428571
2018-05-26,Groupe Les Républicains,
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,
2018-05-26,Groupe La République en Marche,0.16666666666666663
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.4
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,
2018-05-26,Groupe La République en Marche,0.15384615384615385
2018-05-26,Groupe Les Républicains,0.07692307692307687
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.5
2018-05-26,"Groupe UDI, Agir et Indépendants",
2018-05-26,Groupe Socialistes et apparentés,
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.05660377358490565
2018-05-26,Groupe Les Républicains,0.36363636363636365
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.15625
2018-05-26,Groupe Les Républicains,0.2857142857142857
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",
2018-05-26,Groupe Socialistes et apparentés,
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,
2018-05-26,Groupe La République en Marche,0.3620689655172413
2018-05-26,Groupe Les Républicains,0.09090909090909094
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-05-26,"Groupe UDI, Agir et Indépendants",0.4
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.1228070175438597
2018-05-26,Groupe Les Républicains,0.09090909090909094
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-05-26,"Groupe UDI, Agir et Indépendants",0.4
2018-05-26,Groupe Socialistes et apparentés,
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.15000000000000002
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-26,"Groupe UDI, Agir et Indépendants",
2018-05-26,Groupe Socialistes et apparentés,0.0
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-26,Groupe La République en Marche,0.023255813953488413
2018-05-26,Groupe Les Républicains,0.0
2018-05-26,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-26,"Groupe UDI, Agir et Indépendants",0.0
2018-05-26,Groupe Socialistes et apparentés,
2018-05-26,Groupe La France insoumise,0.0
2018-05-26,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.3877551020408163
2018-05-25,Groupe Les Républicains,0.08333333333333337
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.4285714285714286
2018-05-25,"Groupe UDI, Agir et Indépendants",0.25
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-25,"Groupe UDI, Agir et Indépendants",0.19999999999999996
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.038461538461538436
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.08333333333333337
2018-05-25,Groupe Les Républicains,0.2222222222222222
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.33333333333333337
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,
2018-05-25,Groupe de la Gauche démocrate et républicaine,
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.023809523809523836
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.25
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.020408163265306145
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.16666666666666663
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.19999999999999996
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.02564102564102566
2018-05-25,Groupe Les Républicains,
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.33333333333333337
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,
2018-05-25,Groupe La République en Marche,0.09523809523809523
2018-05-25,Groupe Les Républicains,0.0
2018-05-25,Groupe du Mouvement Démocrate et apparentés,
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.09999999999999998
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",
2018-05-25,Groupe Socialistes et apparentés,0.33333333333333337
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.09999999999999998
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-25,Groupe La République en Marche,0.0
2018-05-25,Groupe Les Républicains,0.09999999999999998
2018-05-25,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-25,"Groupe UDI, Agir et Indépendants",0.0
2018-05-25,Groupe Socialistes et apparentés,0.0
2018-05-25,Groupe La France insoumise,0.0
2018-05-25,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.02083333333333337
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,
2018-05-24,Groupe La République en Marche,0.06000000000000005
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.05769230769230771
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.19999999999999996
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.06779661016949157
2018-05-24,Groupe Les Républicains,0.08333333333333337
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,
2018-05-24,Groupe La République en Marche,0.0
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,
2018-05-24,Groupe de la Gauche démocrate et républicaine,
2018-05-24,Groupe La République en Marche,0.052631578947368474
2018-05-24,Groupe Les Républicains,0.07692307692307687
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-24,"Groupe UDI, Agir et Indépendants",
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,
2018-05-24,Groupe de la Gauche démocrate et républicaine,
2018-05-24,Groupe La République en Marche,0.10416666666666663
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.19999999999999996
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.33333333333333337
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.033333333333333326
2018-05-24,Groupe Les Républicains,0.0625
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.0357142857142857
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.06666666666666665
2018-05-24,Groupe Les Républicains,0.0
2018-05-24,Groupe du Mouvement Démocrate et apparentés,0.0
2018-05-24,"Groupe UDI, Agir et Indépendants",0.0
2018-05-24,Groupe Socialistes et apparentés,0.0
2018-05-24,Groupe La France insoumise,0.0
2018-05-24,Groupe de la Gauche démocrate et républicaine,0.0
2018-05-24,Groupe La République en Marche,0.016949152542372836
