scrutin_id,date,group,pour,contre,abstention
1095,2018-07-26,Groupe du Mouvement Démocrate et apparentés,1,6,0
1095,2018-07-26,"Groupe UDI, Agir et Indépendants",2,0,0
1095,2018-07-26,Groupe Nouvelle Gauche,3,0,0
1095,2018-07-26,Groupe La France insoumise,5,0,0
1095,2018-07-26,Groupe de la Gauche démocrate et républicaine,2,0,0
1095,2018-07-26,Non inscrits,1,4,0
1094,2018-07-25,Groupe La République en Marche,0,103,0
1094,2018-07-25,Groupe Les Républicains,2,0,1
1094,2018-07-25,Groupe du Mouvement Démocrate et apparentés,0,14,0
1094,2018-07-25,"Groupe UDI, Agir et Indépendants",0,2,1
1094,2018-07-25,Groupe Nouvelle Gauche,6,0,0
1094,2018-07-25,Groupe La France insoumise,12,0,0
1094,2018-07-25,Groupe de la Gauche démocrate et républicaine,3,0,0
1094,2018-07-25,Non inscrits,0,0,4
1093,2018-07-25,Groupe La République en Marche,0,113,0
1093,2018-07-25,Groupe Les Républicains,1,0,3
1093,2018-07-25,Groupe du Mouvement Démocrate et apparentés,0,15,0
1093,2018-07-25,"Groupe UDI, Agir et Indépendants",0,4,1
1093,2018-07-25,Groupe Nouvelle Gauche,8,0,0
1093,2018-07-25,Groupe La France insoumise,12,0,0
1093,2018-07-25,Groupe de la Gauche démocrate et républicaine,4,0,0
1093,2018-07-25,Non inscrits,5,0,0
1092,2018-07-25,Groupe La République en Marche,93,0,0
1092,2018-07-25,Groupe Les Républicains,0,21,0
1092,2018-07-25,Groupe du Mouvement Démocrate et apparentés,12,0,0
1092,2018-07-25,"Groupe UDI, Agir et Indépendants",0,5,0
1092,2018-07-25,Groupe Nouvelle Gauche,0,7,0
1092,2018-07-25,Groupe La France insoumise,0,13,0
1092,2018-07-25,Groupe de la Gauche démocrate et républicaine,0,3,0
1092,2018-07-25,Non inscrits,0,2,0
1091,2018-07-25,Groupe La République en Marche,0,68,0
1091,2018-07-25,Groupe Les Républicains,14,0,0
1091,2018-07-25,Groupe du Mouvement Démocrate et apparentés,2,5,0
1091,2018-07-25,"Groupe UDI, Agir et Indépendants",1,0,0
1091,2018-07-25,Groupe Nouvelle Gauche,2,0,1
1091,2018-07-25,Groupe La France insoumise,0,3,0
1091,2018-07-25,Groupe de la Gauche démocrate et républicaine,0,0,0
1091,2018-07-25,Non inscrits,1,0,0
1090,2018-07-25,Groupe La République en Marche,0,40,0
1090,2018-07-25,Groupe Les Républicains,0,0,5
1090,2018-07-25,Groupe du Mouvement Démocrate et apparentés,0,5,0
1090,2018-07-25,"Groupe UDI, Agir et Indépendants",0,2,0
1090,2018-07-25,Groupe Nouvelle Gauche,3,0,0
1090,2018-07-25,Groupe La France insoumise,2,0,0
1090,2018-07-25,Groupe de la Gauche démocrate et républicaine,0,0,0
1090,2018-07-25,Non inscrits,0,0,0
1089,2018-07-25,Groupe La République en Marche,1,57,1
1089,2018-07-25,Groupe Les Républicains,16,0,0
1089,2018-07-25,Groupe du Mouvement Démocrate et apparentés,8,0,0
1089,2018-07-25,"Groupe UDI, Agir et Indépendants",4,0,0
1089,2018-07-25,Groupe Nouvelle Gauche,4,0,0
1089,2018-07-25,Groupe La France insoumise,3,0,0
1089,2018-07-25,Groupe de la Gauche démocrate et républicaine,1,0,0
1089,2018-07-25,Non inscrits,1,0,0
1088,2018-07-23,Groupe La République en Marche,35,1,1
1088,2018-07-23,Groupe Les Républicains,10,0,0
1088,2018-07-23,Groupe du Mouvement Démocrate et apparentés,1,0,0
1088,2018-07-23,"Groupe UDI, Agir et Indépendants",2,0,0
1088,2018-07-23,Groupe Nouvelle Gauche,0,0,2
1088,2018-07-23,Groupe La France insoumise,0,0,2
1088,2018-07-23,Groupe de la Gauche démocrate et républicaine,0,0,2
1088,2018-07-23,Non inscrits,1,0,0
1087,2018-07-23,Groupe La République en Marche,42,1,0
1087,2018-07-23,Groupe Les Républicains,0,1,11
1087,2018-07-23,Groupe du Mouvement Démocrate et apparentés,2,0,0
1087,2018-07-23,"Groupe UDI, Agir et Indépendants",0,3,0
1087,2018-07-23,Groupe Nouvelle Gauche,0,3,0
1087,2018-07-23,Groupe La France insoumise,0,3,0
1087,2018-07-23,Groupe de la Gauche démocrate et républicaine,0,2,0
1087,2018-07-23,Non inscrits,0,0,0
1086,2018-07-23,Groupe La République en Marche,38,0,0
1086,2018-07-23,Groupe Les Républicains,0,13,0
1086,2018-07-23,Groupe du Mouvement Démocrate et apparentés,3,0,0
1086,2018-07-23,"Groupe UDI, Agir et Indépendants",0,3,0
1086,2018-07-23,Groupe Nouvelle Gauche,0,2,0
1086,2018-07-23,Groupe La France insoumise,0,2,0
1086,2018-07-23,Groupe de la Gauche démocrate et républicaine,0,3,0
1086,2018-07-23,Non inscrits,0,0,0
1085,2018-07-23,Groupe La République en Marche,0,51,0
1085,2018-07-23,Groupe Les Républicains,12,0,0
1085,2018-07-23,Groupe du Mouvement Démocrate et apparentés,0,4,1
1085,2018-07-23,"Groupe UDI, Agir et Indépendants",3,0,0
1085,2018-07-23,Groupe Nouvelle Gauche,3,0,0
1085,2018-07-23,Groupe La France insoumise,3,0,0
1085,2018-07-23,Groupe de la Gauche démocrate et républicaine,3,0,0
1085,2018-07-23,Non inscrits,1,0,0
1084,2018-07-23,Groupe La République en Marche,0,49,0
1084,2018-07-23,Groupe Les Républicains,7,0,1
1084,2018-07-23,Groupe du Mouvement Démocrate et apparentés,0,5,0
1084,2018-07-23,"Groupe UDI, Agir et Indépendants",0,0,3
1084,2018-07-23,Groupe Nouvelle Gauche,3,0,0
1084,2018-07-23,Groupe La France insoumise,3,0,0
1084,2018-07-23,Groupe de la Gauche démocrate et républicaine,3,0,0
1084,2018-07-23,Non inscrits,1,0,0
1083,2018-07-23,Groupe La République en Marche,0,58,0
1083,2018-07-23,Groupe Les Républicains,12,0,0
1083,2018-07-23,Groupe du Mouvement Démocrate et apparentés,0,6,0
1083,2018-07-23,"Groupe UDI, Agir et Indépendants",0,0,3
1083,2018-07-23,Groupe Nouvelle Gauche,4,0,0
1083,2018-07-23,Groupe La France insoumise,4,0,0
1083,2018-07-23,Groupe de la Gauche démocrate et républicaine,2,0,0
1083,2018-07-23,Non inscrits,1,0,0
1082,2018-07-23,Groupe La République en Marche,0,51,0
1082,2018-07-23,Groupe Les Républicains,18,0,0
1082,2018-07-23,Groupe du Mouvement Démocrate et apparentés,0,7,0
1082,2018-07-23,"Groupe UDI, Agir et Indépendants",2,0,0
1082,2018-07-23,Groupe Nouvelle Gauche,4,0,0
1082,2018-07-23,Groupe La France insoumise,4,0,0
1082,2018-07-23,Groupe de la Gauche démocrate et républicaine,2,0,0
1082,2018-07-23,Non inscrits,1,0,0
1081,2018-07-19,Groupe La République en Marche,1,59,0
1081,2018-07-19,Groupe Les Républicains,2,11,1
1081,2018-07-19,Groupe du Mouvement Démocrate et apparentés,0,9,0
1081,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1081,2018-07-19,Groupe Nouvelle Gauche,9,0,0
1081,2018-07-19,Groupe La France insoumise,4,0,0
1081,2018-07-19,Groupe de la Gauche démocrate et républicaine,5,0,0
1081,2018-07-19,Non inscrits,2,0,1
1080,2018-07-19,Groupe La République en Marche,1,61,0
1080,2018-07-19,Groupe Les Républicains,2,11,1
1080,2018-07-19,Groupe du Mouvement Démocrate et apparentés,0,9,0
1080,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1080,2018-07-19,Groupe Nouvelle Gauche,9,0,0
1080,2018-07-19,Groupe La France insoumise,4,0,0
1080,2018-07-19,Groupe de la Gauche démocrate et républicaine,5,0,0
1080,2018-07-19,Non inscrits,2,0,1
1079,2018-07-19,Groupe La République en Marche,0,54,1
1079,2018-07-19,Groupe Les Républicains,2,11,1
1079,2018-07-19,Groupe du Mouvement Démocrate et apparentés,0,8,0
1079,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1079,2018-07-19,Groupe Nouvelle Gauche,9,0,0
1079,2018-07-19,Groupe La France insoumise,4,0,0
1079,2018-07-19,Groupe de la Gauche démocrate et républicaine,4,0,0
1079,2018-07-19,Non inscrits,1,0,1
1078,2018-07-19,Groupe La République en Marche,1,62,0
1078,2018-07-19,Groupe Les Républicains,2,11,1
1078,2018-07-19,Groupe du Mouvement Démocrate et apparentés,1,8,0
1078,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1078,2018-07-19,Groupe Nouvelle Gauche,9,0,0
1078,2018-07-19,Groupe La France insoumise,4,0,0
1078,2018-07-19,Groupe de la Gauche démocrate et républicaine,5,0,0
1078,2018-07-19,Non inscrits,2,0,1
1077,2018-07-19,Groupe La République en Marche,2,33,4
1077,2018-07-19,Groupe Les Républicains,15,0,0
1077,2018-07-19,Groupe du Mouvement Démocrate et apparentés,5,7,0
1077,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1077,2018-07-19,Groupe Nouvelle Gauche,7,0,0
1077,2018-07-19,Groupe La France insoumise,5,0,0
1077,2018-07-19,Groupe de la Gauche démocrate et républicaine,5,0,0
1077,2018-07-19,Non inscrits,4,0,0
1076,2018-07-19,Groupe La République en Marche,14,66,5
1076,2018-07-19,Groupe Les Républicains,16,0,0
1076,2018-07-19,Groupe du Mouvement Démocrate et apparentés,5,3,0
1076,2018-07-19,"Groupe UDI, Agir et Indépendants",9,0,0
1076,2018-07-19,Groupe Nouvelle Gauche,4,0,0
1076,2018-07-19,Groupe La France insoumise,2,0,0
1076,2018-07-19,Groupe de la Gauche démocrate et républicaine,4,0,0
1076,2018-07-19,Non inscrits,5,1,0
1075,2018-07-19,Groupe La République en Marche,1,41,0
1075,2018-07-19,Groupe Les Républicains,13,0,0
1075,2018-07-19,Groupe du Mouvement Démocrate et apparentés,0,4,0
1075,2018-07-19,"Groupe UDI, Agir et Indépendants",2,0,0
1075,2018-07-19,Groupe Nouvelle Gauche,5,0,0
1075,2018-07-19,Groupe La France insoumise,1,0,0
1075,2018-07-19,Groupe de la Gauche démocrate et républicaine,3,0,0
1075,2018-07-19,Non inscrits,5,0,0
1074,2018-07-18,Groupe La République en Marche,0,54,0
1074,2018-07-18,Groupe Les Républicains,8,7,1
1074,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,10,0
1074,2018-07-18,"Groupe UDI, Agir et Indépendants",1,1,0
1074,2018-07-18,Groupe Nouvelle Gauche,4,0,2
1074,2018-07-18,Groupe La France insoumise,4,0,0
1074,2018-07-18,Groupe de la Gauche démocrate et républicaine,5,0,0
1074,2018-07-18,Non inscrits,2,0,0
1073,2018-07-18,Groupe La République en Marche,0,60,2
1073,2018-07-18,Groupe Les Républicains,14,0,0
1073,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,8,0
1073,2018-07-18,"Groupe UDI, Agir et Indépendants",5,3,0
1073,2018-07-18,Groupe Nouvelle Gauche,11,0,0
1073,2018-07-18,Groupe La France insoumise,3,0,0
1073,2018-07-18,Groupe de la Gauche démocrate et républicaine,6,0,0
1073,2018-07-18,Non inscrits,5,0,0
1072,2018-07-18,Groupe La République en Marche,1,59,0
1072,2018-07-18,Groupe Les Républicains,16,0,0
1072,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,9,0
1072,2018-07-18,"Groupe UDI, Agir et Indépendants",5,3,0
1072,2018-07-18,Groupe Nouvelle Gauche,11,0,0
1072,2018-07-18,Groupe La France insoumise,3,0,0
1072,2018-07-18,Groupe de la Gauche démocrate et républicaine,6,0,0
1072,2018-07-18,Non inscrits,5,0,0
1071,2018-07-18,Groupe La République en Marche,1,51,0
1071,2018-07-18,Groupe Les Républicains,2,10,0
1071,2018-07-18,Groupe du Mouvement Démocrate et apparentés,1,8,0
1071,2018-07-18,"Groupe UDI, Agir et Indépendants",6,0,2
1071,2018-07-18,Groupe Nouvelle Gauche,11,0,0
1071,2018-07-18,Groupe La France insoumise,1,0,0
1071,2018-07-18,Groupe de la Gauche démocrate et républicaine,6,0,0
1071,2018-07-18,Non inscrits,5,1,0
1070,2018-07-18,Groupe La République en Marche,0,69,0
1070,2018-07-18,Groupe Les Républicains,1,13,1
1070,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,4,0
1070,2018-07-18,"Groupe UDI, Agir et Indépendants",2,4,0
1070,2018-07-18,Groupe Nouvelle Gauche,2,2,0
1070,2018-07-18,Groupe La France insoumise,5,0,0
1070,2018-07-18,Groupe de la Gauche démocrate et républicaine,1,0,1
1070,2018-07-18,Non inscrits,4,3,0
1069,2018-07-18,Groupe La République en Marche,4,78,1
1069,2018-07-18,Groupe Les Républicains,18,1,0
1069,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,6,0
1069,2018-07-18,"Groupe UDI, Agir et Indépendants",10,0,0
1069,2018-07-18,Groupe Nouvelle Gauche,9,0,0
1069,2018-07-18,Groupe La France insoumise,4,0,0
1069,2018-07-18,Groupe de la Gauche démocrate et républicaine,4,0,0
1069,2018-07-18,Non inscrits,9,0,0
1068,2018-07-18,Groupe La République en Marche,2,114,3
1068,2018-07-18,Groupe Les Républicains,37,1,0
1068,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,12,2
1068,2018-07-18,"Groupe UDI, Agir et Indépendants",12,0,0
1068,2018-07-18,Groupe Nouvelle Gauche,20,0,0
1068,2018-07-18,Groupe La France insoumise,6,0,0
1068,2018-07-18,Groupe de la Gauche démocrate et républicaine,7,0,0
1068,2018-07-18,Non inscrits,7,0,0
1067,2018-07-18,Groupe La République en Marche,2,114,2
1067,2018-07-18,Groupe Les Républicains,36,0,1
1067,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,12,1
1067,2018-07-18,"Groupe UDI, Agir et Indépendants",12,0,0
1067,2018-07-18,Groupe Nouvelle Gauche,20,0,0
1067,2018-07-18,Groupe La France insoumise,6,0,0
1067,2018-07-18,Groupe de la Gauche démocrate et républicaine,7,0,0
1067,2018-07-18,Non inscrits,7,0,0
1066,2018-07-18,Groupe La République en Marche,2,115,3
1066,2018-07-18,Groupe Les Républicains,36,0,1
1066,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,12,2
1066,2018-07-18,"Groupe UDI, Agir et Indépendants",12,0,0
1066,2018-07-18,Groupe Nouvelle Gauche,20,0,0
1066,2018-07-18,Groupe La France insoumise,6,0,0
1066,2018-07-18,Groupe de la Gauche démocrate et républicaine,7,0,0
1066,2018-07-18,Non inscrits,6,1,0
1065,2018-07-18,Groupe La République en Marche,2,114,3
1065,2018-07-18,Groupe Les Républicains,37,1,0
1065,2018-07-18,Groupe du Mouvement Démocrate et apparentés,0,12,2
1065,2018-07-18,"Groupe UDI, Agir et Indépendants",12,0,0
1065,2018-07-18,Groupe Nouvelle Gauche,19,0,0
1065,2018-07-18,Groupe La France insoumise,6,0,0
1065,2018-07-18,Groupe de la Gauche démocrate et républicaine,7,0,0
1065,2018-07-18,Non inscrits,6,1,0
1064,2018-07-17,Groupe La République en Marche,3,65,0
1064,2018-07-17,Groupe Les Républicains,9,0,0
1064,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,10,0
1064,2018-07-17,"Groupe UDI, Agir et Indépendants",2,1,0
1064,2018-07-17,Groupe Nouvelle Gauche,6,0,0
1064,2018-07-17,Groupe La France insoumise,0,0,3
1064,2018-07-17,Groupe de la Gauche démocrate et républicaine,3,0,0
1064,2018-07-17,Non inscrits,6,0,0
1063,2018-07-17,Groupe La République en Marche,2,80,1
1063,2018-07-17,Groupe Les Républicains,3,7,2
1063,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,9,0
1063,2018-07-17,"Groupe UDI, Agir et Indépendants",3,0,0
1063,2018-07-17,Groupe Nouvelle Gauche,7,0,0
1063,2018-07-17,Groupe La France insoumise,4,0,0
1063,2018-07-17,Groupe de la Gauche démocrate et républicaine,6,0,0
1063,2018-07-17,Non inscrits,6,0,0
1062,2018-07-17,Groupe La République en Marche,1,94,2
1062,2018-07-17,Groupe Les Républicains,43,0,0
1062,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,16,0
1062,2018-07-17,"Groupe UDI, Agir et Indépendants",1,7,1
1062,2018-07-17,Groupe Nouvelle Gauche,7,0,0
1062,2018-07-17,Groupe La France insoumise,0,2,1
1062,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,0,6
1062,2018-07-17,Non inscrits,7,1,0
1061,2018-07-17,Groupe La République en Marche,1,92,2
1061,2018-07-17,Groupe Les Républicains,43,0,0
1061,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,16,0
1061,2018-07-17,"Groupe UDI, Agir et Indépendants",1,8,1
1061,2018-07-17,Groupe Nouvelle Gauche,7,0,0
1061,2018-07-17,Groupe La France insoumise,0,2,1
1061,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,0,4
1061,2018-07-17,Non inscrits,7,1,0
1060,2018-07-17,Groupe La République en Marche,2,93,1
1060,2018-07-17,Groupe Les Républicains,43,0,0
1060,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,16,0
1060,2018-07-17,"Groupe UDI, Agir et Indépendants",2,6,0
1060,2018-07-17,Groupe Nouvelle Gauche,8,0,0
1060,2018-07-17,Groupe La France insoumise,0,2,1
1060,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,0,4
1060,2018-07-17,Non inscrits,7,1,0
1059,2018-07-17,Groupe La République en Marche,1,93,3
1059,2018-07-17,Groupe Les Républicains,43,0,0
1059,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,15,0
1059,2018-07-17,"Groupe UDI, Agir et Indépendants",1,7,0
1059,2018-07-17,Groupe Nouvelle Gauche,8,0,0
1059,2018-07-17,Groupe La France insoumise,0,0,2
1059,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,0,4
1059,2018-07-17,Non inscrits,7,1,0
1058,2018-07-17,Groupe La République en Marche,1,91,2
1058,2018-07-17,Groupe Les Républicains,43,0,0
1058,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,16,0
1058,2018-07-17,"Groupe UDI, Agir et Indépendants",1,6,2
1058,2018-07-17,Groupe Nouvelle Gauche,8,0,0
1058,2018-07-17,Groupe La France insoumise,0,0,0
1058,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,1,3
1058,2018-07-17,Non inscrits,7,1,0
1057,2018-07-17,Groupe La République en Marche,2,93,1
1057,2018-07-17,Groupe Les Républicains,43,0,0
1057,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,16,0
1057,2018-07-17,"Groupe UDI, Agir et Indépendants",1,7,2
1057,2018-07-17,Groupe Nouvelle Gauche,8,0,0
1057,2018-07-17,Groupe La France insoumise,0,2,2
1057,2018-07-17,Groupe de la Gauche démocrate et républicaine,0,1,3
1057,2018-07-17,Non inscrits,7,1,0
1056,2018-07-17,Groupe La République en Marche,1,83,0
1056,2018-07-17,Groupe Les Républicains,34,0,0
1056,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,17,0
1056,2018-07-17,"Groupe UDI, Agir et Indépendants",3,2,1
1056,2018-07-17,Groupe Nouvelle Gauche,12,0,0
1056,2018-07-17,Groupe La France insoumise,2,0,0
1056,2018-07-17,Groupe de la Gauche démocrate et républicaine,7,0,0
1056,2018-07-17,Non inscrits,6,0,1
1055,2018-07-17,Groupe La République en Marche,2,105,0
1055,2018-07-17,Groupe Les Républicains,37,0,1
1055,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,15,0
1055,2018-07-17,"Groupe UDI, Agir et Indépendants",5,3,0
1055,2018-07-17,Groupe Nouvelle Gauche,12,0,0
1055,2018-07-17,Groupe La France insoumise,6,0,0
1055,2018-07-17,Groupe de la Gauche démocrate et républicaine,8,0,0
1055,2018-07-17,Non inscrits,8,0,0
1054,2018-07-17,Groupe La République en Marche,1,105,2
1054,2018-07-17,Groupe Les Républicains,37,1,2
1054,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,15,0
1054,2018-07-17,"Groupe UDI, Agir et Indépendants",5,3,0
1054,2018-07-17,Groupe Nouvelle Gauche,12,0,0
1054,2018-07-17,Groupe La France insoumise,6,0,0
1054,2018-07-17,Groupe de la Gauche démocrate et républicaine,8,0,0
1054,2018-07-17,Non inscrits,8,0,0
1053,2018-07-17,Groupe La République en Marche,0,87,0
1053,2018-07-17,Groupe Les Républicains,46,0,0
1053,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,14,0
1053,2018-07-17,"Groupe UDI, Agir et Indépendants",5,2,0
1053,2018-07-17,Groupe Nouvelle Gauche,11,0,0
1053,2018-07-17,Groupe La France insoumise,4,0,0
1053,2018-07-17,Groupe de la Gauche démocrate et républicaine,6,0,0
1053,2018-07-17,Non inscrits,5,0,0
1052,2018-07-17,Groupe La République en Marche,0,86,1
1052,2018-07-17,Groupe Les Républicains,46,0,0
1052,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,13,1
1052,2018-07-17,"Groupe UDI, Agir et Indépendants",6,1,0
1052,2018-07-17,Groupe Nouvelle Gauche,11,0,0
1052,2018-07-17,Groupe La France insoumise,4,0,0
1052,2018-07-17,Groupe de la Gauche démocrate et républicaine,6,0,0
1052,2018-07-17,Non inscrits,5,0,0
1051,2018-07-17,Groupe La République en Marche,1,86,0
1051,2018-07-17,Groupe Les Républicains,45,0,0
1051,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,14,0
1051,2018-07-17,"Groupe UDI, Agir et Indépendants",3,4,1
1051,2018-07-17,Groupe Nouvelle Gauche,11,0,0
1051,2018-07-17,Groupe La France insoumise,0,3,1
1051,2018-07-17,Groupe de la Gauche démocrate et républicaine,1,3,1
1051,2018-07-17,Non inscrits,3,2,0
1050,2018-07-17,Groupe La République en Marche,0,55,1
1050,2018-07-17,Groupe Les Républicains,29,0,0
1050,2018-07-17,Groupe du Mouvement Démocrate et apparentés,0,10,0
1050,2018-07-17,"Groupe UDI, Agir et Indépendants",7,0,0
1050,2018-07-17,Groupe Nouvelle Gauche,7,0,0
1050,2018-07-17,Groupe La France insoumise,4,0,0
1050,2018-07-17,Groupe de la Gauche démocrate et républicaine,4,0,0
1050,2018-07-17,Non inscrits,3,1,0
1049,2018-07-16,Groupe La République en Marche,30,3,2
1049,2018-07-16,Groupe Les Républicains,0,5,0
1049,2018-07-16,Groupe du Mouvement Démocrate et apparentés,3,1,0
1049,2018-07-16,"Groupe UDI, Agir et Indépendants",4,1,0
1049,2018-07-16,Groupe Nouvelle Gauche,1,1,3
1049,2018-07-16,Groupe La France insoumise,0,0,2
1049,2018-07-16,Groupe de la Gauche démocrate et républicaine,0,2,0
1049,2018-07-16,Non inscrits,2,0,0
1048,2018-07-16,Groupe La République en Marche,1,46,0
1048,2018-07-16,Groupe Les Républicains,1,4,1
1048,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,6,1
1048,2018-07-16,"Groupe UDI, Agir et Indépendants",4,0,1
1048,2018-07-16,Groupe Nouvelle Gauche,1,0,0
1048,2018-07-16,Groupe La France insoumise,2,0,0
1048,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1048,2018-07-16,Non inscrits,4,1,0
1047,2018-07-16,Groupe La République en Marche,2,46,1
1047,2018-07-16,Groupe Les Républicains,3,3,1
1047,2018-07-16,Groupe du Mouvement Démocrate et apparentés,2,4,1
1047,2018-07-16,"Groupe UDI, Agir et Indépendants",7,0,0
1047,2018-07-16,Groupe Nouvelle Gauche,5,3,0
1047,2018-07-16,Groupe La France insoumise,3,0,0
1047,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1047,2018-07-16,Non inscrits,4,1,0
1046,2018-07-16,Groupe La République en Marche,0,64,1
1046,2018-07-16,Groupe Les Républicains,7,2,1
1046,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,6,0
1046,2018-07-16,"Groupe UDI, Agir et Indépendants",6,0,0
1046,2018-07-16,Groupe Nouvelle Gauche,8,0,0
1046,2018-07-16,Groupe La France insoumise,2,0,0
1046,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1046,2018-07-16,Non inscrits,4,0,0
1045,2018-07-16,Groupe La République en Marche,2,59,1
1045,2018-07-16,Groupe Les Républicains,4,2,2
1045,2018-07-16,Groupe du Mouvement Démocrate et apparentés,2,5,0
1045,2018-07-16,"Groupe UDI, Agir et Indépendants",7,0,0
1045,2018-07-16,Groupe Nouvelle Gauche,8,0,0
1045,2018-07-16,Groupe La France insoumise,3,0,0
1045,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1045,2018-07-16,Non inscrits,4,0,1
1044,2018-07-16,Groupe La République en Marche,2,56,2
1044,2018-07-16,Groupe Les Républicains,8,2,0
1044,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,7,0
1044,2018-07-16,"Groupe UDI, Agir et Indépendants",7,0,0
1044,2018-07-16,Groupe Nouvelle Gauche,6,0,0
1044,2018-07-16,Groupe La France insoumise,3,0,0
1044,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1044,2018-07-16,Non inscrits,5,0,0
1043,2018-07-16,Groupe La République en Marche,1,58,1
1043,2018-07-16,Groupe Les Républicains,8,1,1
1043,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,6,0
1043,2018-07-16,"Groupe UDI, Agir et Indépendants",7,0,0
1043,2018-07-16,Groupe Nouvelle Gauche,7,0,0
1043,2018-07-16,Groupe La France insoumise,3,0,0
1043,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1043,2018-07-16,Non inscrits,4,1,0
1042,2018-07-16,Groupe La République en Marche,0,29,0
1042,2018-07-16,Groupe Les Républicains,0,7,0
1042,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,2,0
1042,2018-07-16,"Groupe UDI, Agir et Indépendants",0,0,3
1042,2018-07-16,Groupe Nouvelle Gauche,2,3,1
1042,2018-07-16,Groupe La France insoumise,1,0,0
1042,2018-07-16,Groupe de la Gauche démocrate et républicaine,3,0,0
1042,2018-07-16,Non inscrits,1,6,0
1041,2018-07-16,Groupe La République en Marche,1,34,0
1041,2018-07-16,Groupe Les Républicains,6,0,1
1041,2018-07-16,Groupe du Mouvement Démocrate et apparentés,0,4,0
1041,2018-07-16,"Groupe UDI, Agir et Indépendants",2,0,0
1041,2018-07-16,Groupe Nouvelle Gauche,7,0,0
1041,2018-07-16,Groupe La France insoumise,4,0,0
1041,2018-07-16,Groupe de la Gauche démocrate et républicaine,2,0,0
1041,2018-07-16,Non inscrits,1,5,0
1040,2018-07-13,Groupe La République en Marche,0,28,0
1040,2018-07-13,Groupe Les Républicains,0,3,1
1040,2018-07-13,Groupe du Mouvement Démocrate et apparentés,0,4,0
1040,2018-07-13,"Groupe UDI, Agir et Indépendants",0,5,1
1040,2018-07-13,Groupe Nouvelle Gauche,4,0,0
1040,2018-07-13,Groupe La France insoumise,0,0,3
1040,2018-07-13,Groupe de la Gauche démocrate et républicaine,2,0,0
1040,2018-07-13,Non inscrits,1,3,0
1039,2018-07-13,Groupe La République en Marche,2,25,0
1039,2018-07-13,Groupe Les Républicains,0,1,0
1039,2018-07-13,Groupe du Mouvement Démocrate et apparentés,0,1,1
1039,2018-07-13,"Groupe UDI, Agir et Indépendants",1,3,0
1039,2018-07-13,Groupe Nouvelle Gauche,4,0,0
1039,2018-07-13,Groupe La France insoumise,2,0,0
1039,2018-07-13,Groupe de la Gauche démocrate et républicaine,2,0,0
1039,2018-07-13,Non inscrits,4,0,0
1038,2018-07-13,Groupe La République en Marche,1,24,0
1038,2018-07-13,Groupe Les Républicains,0,1,0
1038,2018-07-13,Groupe du Mouvement Démocrate et apparentés,0,1,0
1038,2018-07-13,"Groupe UDI, Agir et Indépendants",1,2,0
1038,2018-07-13,Groupe Nouvelle Gauche,4,0,0
